Entity,trait,structure_measured,trait_groupings,trait_group_for_portal,core_trait,keywords
https://w3id.org/APD/traits/trait_0030027,nitrogen_fixing,whole plant; root,interspecific interactions trait; root morphology trait,life history,core_trait,"biological process involved in symbiotic interaction, symbiosis; nitrogen fixation; nodulation; microorganism; mutualism; symbiosis"
https://w3id.org/APD/traits/trait_0030028,root_structure,whole plant; root,interspecific interactions trait; root morphology trait,life history,core_trait,"mutualism; mycorrhizae; arbuscular mycorrhizal association; biological process involved in symbiotic interaction, symbiosis; haustorium; microorganism; symbiosis"
https://w3id.org/APD/traits/trait_0030029,parasitic,whole plant,interspecific interactions trait,life history,core_trait,"parasite; symbiosis; haustorium; energy; nutrient; parasitism; biological process involved in symbiotic interaction, symbiosis"
https://w3id.org/APD/traits/trait_0030060,sex_type,whole plant; flower,plant structure morphology trait,flower morphology,core_trait,hermaphrodite; phenotypic sex
https://w3id.org/APD/traits/trait_0030061,pollination_syndrome,reproductive shoot system; flower,floral organ morphology trait; interspecific interactions trait,life history,core_trait,"pollination; mutualism; biological process involved in symbiotic interaction, symbiosis; pollinator; reproduction; symbiosis"
https://w3id.org/APD/traits/trait_0030062,pollination_system,reproductive shoot system; flower,floral organ morphology trait; interspecific interactions trait,life history,core_trait,"pollination; mutualism; biological process involved in symbiotic interaction, symbiosis; pollinator; reproduction; symbiosis"
https://w3id.org/APD/traits/trait_0030080,genome_size,whole plant,genetic structure trait,life history,NA,genome size; somatic cell; chromosome
https://w3id.org/APD/traits/trait_0030081,ploidy,whole plant,genetic structure trait,life history,NA,somatic cell; chromosome; ploidy
https://w3id.org/APD/traits/trait_0030210,reproductive_maturity,whole plant,plant phenological trait,life history,core_trait,reproduction; flowering stage; maturity
https://w3id.org/APD/traits/trait_0030211,dispersal_syndrome,reproductive shoot system; seed; fruit,interspecific interactions trait; seed morphology trait; fruit morphology trait,life history,core_trait,"mutualism; biological process involved in symbiotic interaction, symbiosis; seed dispersal; appendage; symbiosis"
https://w3id.org/APD/traits/trait_0030212,dispersers,reproductive shoot system; seed; fruit,interspecific interactions trait,life history,core_trait,"mutualism; biological process involved in symbiotic interaction, symbiosis; seed dispersal; symbiosis"
https://w3id.org/APD/traits/trait_0030213,flowering_cues,reproductive shoot system; flower,plant phenological trait; environmental tolerance trait,life history,NA,whole plant flowering stage; flowering time trait; environmental condition; disturbance (event); fire
https://w3id.org/APD/traits/trait_0030214,flowering_time,reproductive shoot system; flower,plant phenological trait,life history,core_trait,whole plant flowering stage; flowering time trait
https://w3id.org/APD/traits/trait_0030215,fruiting_time,reproductive shoot system; fruit,plant phenological trait,life history,NA,whole plant fruit development stage
https://w3id.org/APD/traits/trait_0030216,recruitment_time,whole plant; seed,plant phenological trait; environmental tolerance trait; fire response trait,life history,NA,seed germination; recruitment; seedling; seedling establishment; reproduction
https://w3id.org/APD/traits/trait_0030217,seedling_establishment_conditions,whole plant; seed,plant phenological trait; environmental tolerance trait; fire response trait,life history,NA,seed germination; recruitment; seedling; seedling establishment; reproduction; environmental condition
https://w3id.org/APD/traits/trait_0030218,reproductive_light_environment_index,whole plant,plant phenological trait,life history,NA,photosynthetically active radiation; reproduction; environmental condition; recruitment; radiation
https://w3id.org/APD/traits/trait_0030219,establishment_light_environment_index,whole plant,plant phenological trait,life history,NA,photosynthetically active radiation; reproduction; environmental condition; seed germination; seedling establishment; recruitment; radiation
https://w3id.org/APD/traits/trait_0030411,seedbank_location,seed; whole plant; fruit,fire response trait; reproductive structure life history trait; plant phenological trait,life history,core_trait,seed germination; seed bank; reproduction; seed viability; soil; canopy; seed dormancy
https://w3id.org/APD/traits/trait_0030412,serotiny,reproductive shoot system; seed; fruit,fire response trait; reproductive structure life history trait,life history,core_trait,seed maturation; environmental condition; fire; reproduction; canopy; seed bank; seed viability; seed dormancy
https://w3id.org/APD/traits/trait_0030413,seedbank_longevity_class,reproductive shoot system; seed,fire response trait; reproductive structure life history trait,life history,core_trait,seed germination; seed bank; reproduction; seed longevity; survival; seed dormancy
https://w3id.org/APD/traits/trait_0030414,seedbank_longevity,reproductive shoot system; seed,fire response trait; reproductive structure life history trait,life history,NA,seed germination; seed bank; reproduction; seed longevity; survival; seed dormancy
https://w3id.org/APD/traits/trait_0030415,seed_dormancy_class,reproductive shoot system; seed,reproductive structure life history trait,life history,core_trait,seed germination; environmental condition; experimental condition; seed dormancy; reproduction; recruitment
https://w3id.org/APD/traits/trait_0030416,seed_germination_treatment,reproductive shoot system; seed,reproductive structure life history trait,life history,NA,reproduction; experimental condition; seed dormancy; seed germination; recruitment
https://w3id.org/APD/traits/trait_0030417,seed_germination,reproductive shoot system; seed,reproductive structure life history trait,life history,NA,reproduction; experimental condition; seed dormancy; seed germination; environmental condition; recruitment
https://w3id.org/APD/traits/trait_0030418,seed_viability,reproductive shoot system; seed,reproductive structure life history trait,life history,core_trait,seed germination; environmental condition; experimental condition; seed viability; seed bank; reproduction; recruitment
https://w3id.org/APD/traits/trait_0030419,seed_germination_time,reproductive shoot system; seed,reproductive structure life history trait,life history,NA,seed germination; environmental condition; experimental condition; seed bank; recruitment
https://w3id.org/APD/traits/trait_0030510,vegetative_reproduction_ability,whole plant,whole plant phenotype trait,life history,core_trait,reproduction; asexual reproduction; survival; vegetative growth; clonal growth
https://w3id.org/APD/traits/trait_0030511,clonal_spread_mechanism,whole plant; bud; root; stem,life history trait; plant structure morphology trait,life history,core_trait,clonal growth; asexual reproduction; regeneration; survival; plant organ; reproduction; vegetative growth
https://w3id.org/APD/traits/trait_0030512,storage_organ,whole plant; root; stem,life history trait; plant structure morphology trait,life history,core_trait,storage organ; plant organ; carbohydrate; energy; Plant resprout; survival
https://w3id.org/APD/traits/trait_0030513,bud_bank_location,whole plant; bud,whole plant phenotype trait,life history,core_trait,shoot system meristem; survival; disturbance (event); fire; Plant resprout; regeneration
https://w3id.org/APD/traits/trait_0030514,sprout_depth,whole plant; bud,fire response trait,life history,NA,shoot system meristem; fire; Plant resprout; ground; soil; regeneration
https://w3id.org/APD/traits/trait_0030610,resprouting_capacity,whole plant; bud,fire response trait,fire response,core_trait,disturbance (event); fire; Plant resprout; habitat disturbance; regeneration; shoot system meristem; survival
https://w3id.org/APD/traits/trait_0030611,resprouting_capacity_proportion_individuals,whole plant; bud,fire response trait,fire response,NA,disturbance (event); fire; Plant resprout; habitat disturbance; regeneration; shoot system meristem; survival
https://w3id.org/APD/traits/trait_0030612,resprouting_capacity_juvenile,whole plant; bud,fire response trait,fire response,NA,disturbance (event); fire; Plant resprout; habitat disturbance; regeneration; shoot system meristem; survival; juvenile
https://w3id.org/APD/traits/trait_0030613,resprouting_capacity_time_from_germination,whole plant,fire response trait,fire response,NA,disturbance (event); fire; Plant resprout; habitat disturbance; regeneration; survival
https://w3id.org/APD/traits/trait_0030614,resprouting_capacity_stem_ratio,whole plant; stem,fire response trait,fire response,NA,fire; Plant resprout; disturbance (event); survival; regeneration
https://w3id.org/APD/traits/trait_0030615,resprouting_capacity_non_fire_disturbance,whole plant,life history trait,life history,NA,regeneration; shoot system meristem; disturbance (event); Plant resprout; habitat disturbance; environmental condition; survival
https://w3id.org/APD/traits/trait_0030651,fire_exposure_level,whole plant,fire response trait,fire response,NA,shoot system; fire; habitat disturbance; survival; disturbance (event)
https://w3id.org/APD/traits/trait_0030652,post_fire_recruitment,whole plant; seed,fire response trait,fire response,core_trait,seed germination; seedling establishment; fire; habitat disturbance; recruitment; environmental condition; disturbance (event)
https://w3id.org/APD/traits/trait_0030653,post_fire_flowering,whole plant; flower,fire response trait; plant phenological trait,fire response,core_trait,whole plant flowering stage; flowering time trait; fire; habitat disturbance; environmental condition
https://w3id.org/APD/traits/trait_0030654,fire_time_from_fire_to_flowering,reproductive shoot system; flower; whole plant,fire response trait; plant phenological trait; reproductive structure life history trait,fire response,core_trait,fire; whole plant flowering stage; habitat disturbance; regeneration; disturbance (event); maturity; Plant resprout; reproduction
https://w3id.org/APD/traits/trait_0030655,fire_time_from_fire_to_50_percent_flowering,reproductive shoot system; flower; whole plant,fire response trait; plant phenological trait; reproductive structure life history trait,fire response,NA,fire; whole plant flowering stage; habitat disturbance; regeneration; disturbance (event); maturity; Plant resprout; reproduction
https://w3id.org/APD/traits/trait_0030656,fire_time_from_fire_to_peak_flowering,reproductive shoot system; flower; whole plant,fire response trait; plant phenological trait; reproductive structure life history trait,fire response,NA,fire; whole plant flowering stage; habitat disturbance; regeneration; disturbance (event); maturity; Plant resprout; reproduction
https://w3id.org/APD/traits/trait_0030657,fire_time_from_fire_to_flowering_decline,reproductive shoot system; flower; whole plant,fire response trait; plant phenological trait; reproductive structure life history trait,fire response,NA,fire; whole plant flowering stage; habitat disturbance; regeneration; disturbance (event); maturity; Plant resprout; reproduction
https://w3id.org/APD/traits/trait_0030658,fire_time_from_fire_to_fruiting,reproductive shoot system; fruit; whole plant,fire response trait; whole plant phenotype trait; reproductive structure life history trait,fire response,NA,fire; whole plant fruit development stage; habitat disturbance; regeneration; disturbance (event); maturity; Plant resprout; reproduction
https://w3id.org/APD/traits/trait_0030659,fire_time_from_fire_to_50_percent_fruiting,reproductive shoot system; fruit; whole plant,fire response trait; whole plant phenotype trait; reproductive structure life history trait,fire response,NA,fire; whole plant fruit development stage; habitat disturbance; regeneration; disturbance (event); maturity; Plant resprout; reproduction
https://w3id.org/APD/traits/trait_0030710,fire_fuel_bed_bulk_density,whole plant; leaf,fire response trait,fire response,NA,plant litter; fuel; fire; ground; experimental condition
https://w3id.org/APD/traits/trait_0030711,fire_fuel_consumption,whole plant; leaf,fire response trait,fire response,NA,fuel; fire; combustion; ash; combustion process
https://w3id.org/APD/traits/trait_0030712,fire_rate_of_spread,whole plant,fire response trait,fire response,NA,habitat disturbance; fuel; fire; combustion; combustion process
https://w3id.org/APD/traits/trait_0030713,fire_smoulder_duration,leaf,fire response trait,fire response,NA,fire; flame; combustion; smoulder combustion; combustion process
https://w3id.org/APD/traits/trait_0030714,fire_flame_duration,leaf,fire response trait,fire response,NA,fire; flame; combustion; combustion process
https://w3id.org/APD/traits/trait_0030715,fire_total_burn_duration,leaf,fire response trait,fire response,NA,fire; combustion; flame; smoulder combustion; combustion process
https://w3id.org/APD/traits/trait_0030716,fire_time_to_ignition,leaf,fire response trait,fire response,NA,flame; fire; ignition; survival; combustion process
https://w3id.org/APD/traits/trait_0030810,plant_type_by_resource_use,whole plant,environmental tolerance trait,life history,NA,environmental condition; resource availability; water; soil; nutrient; salinity
https://w3id.org/APD/traits/trait_0030811,plant_flood_regime_classification,whole plant,environmental tolerance trait,life history,NA,environmental condition; flood; growth; seed germination; inundation; soil water content; resource availability; water; survival
https://w3id.org/APD/traits/trait_0030812,plant_tolerance_water_logged_soils,whole plant; root,environmental tolerance trait,life history,NA,environmental condition; flood; soil; saturated; soil water content; inundation; water; survival
https://w3id.org/APD/traits/trait_0030813,plant_tolerance_inundation,whole plant,environmental tolerance trait,life history,NA,environmental condition; flood; inundation; water; saturated; survival
https://w3id.org/APD/traits/trait_0030814,plant_tolerance_snow,whole plant,environmental tolerance trait,life history,NA,environmental condition; snow; survival
https://w3id.org/APD/traits/trait_0030815,plant_tolerance_soil_salinity,whole plant,chemical stress sensitivity trait; environmental tolerance trait,life history,NA,environmental condition; soil; salinity; salt; resource availability; salt tolerance; survival
https://w3id.org/APD/traits/trait_0030816,plant_tolerance_salt,whole plant,chemical stress sensitivity trait; environmental tolerance trait,life history,NA,environmental condition; soil; salinity; salt; resource availability; salt tolerance; survival
https://w3id.org/APD/traits/trait_0030817,plant_tolerance_calcicole,whole plant,chemical stress sensitivity trait; environmental tolerance trait,life history,NA,environmental condition; calcium sensitivity; soil; pH; growth media pH sensitivity; resource availability
https://w3id.org/APD/traits/trait_0030818,plant_tolerance_fire,whole plant,fire response trait; plant structure morphology trait,fire response,NA,fire; survival
https://w3id.org/APD/traits/trait_0010026,climbing_plant_height,whole plant,whole plant morphology trait,whole plant morphology,core_trait,canopy; vegetation; vegetative shoot system
https://w3id.org/APD/traits/trait_0011221,leaflet_count,leaf; leaflet,leaf morphology trait,leaf morphology,NA,leaflet; compound leaf morphology trait; compound leaf
https://w3id.org/APD/traits/trait_0011222,leaflet_length,leaf; leaflet,leaf size trait,leaf morphology,NA,leaflet; compound leaf morphology trait; compound leaf
https://w3id.org/APD/traits/trait_0011223,leaflet_width,leaf; leaflet,leaf size trait,leaf morphology,NA,leaflet; compound leaf morphology trait; compound leaf
https://w3id.org/APD/traits/trait_0011364,leaf_surface_colour,leaf,leaf morphology trait,leaf morphology,NA,leaf lamina; adult vascular leaf
https://w3id.org/APD/traits/trait_0011365,leaf_surface_reflectivity,leaf,leaf morphology trait,leaf morphology,NA,leaf lamina; adult vascular leaf
https://w3id.org/APD/traits/trait_0011817,stem_hairs,stem,stem morphology trait,stem morphology,NA,trichome
https://w3id.org/APD/traits/trait_0012017,bark_colour,bark,bark morphology trait,bark morphology,NA,NA
https://w3id.org/APD/traits/trait_0012018,bark_texture,bark,bark morphology trait,bark morphology,NA,NA
https://w3id.org/APD/traits/trait_0012151,storage_organ_length,root; stem,stem morphology trait; root morphology trait,root morphology,NA,storage organ; energy
https://w3id.org/APD/traits/trait_0012152,storage_organ_diameter,root; stem,stem morphology trait; root morphology trait,root morphology,NA,storage organ; energy
https://w3id.org/APD/traits/trait_0012352,inflorescence_length,reproductive shoot system; bud; inflorescence,perianth morphology trait,flower morphology,NA,floral organ morphology trait; flower; reproductive shoot system; inflorescence morphology trait
https://w3id.org/APD/traits/trait_0012353,inflorescence_diameter,reproductive shoot system; bud; inflorescence,perianth morphology trait,flower morphology,NA,floral organ morphology trait; flower; reproductive shoot system; inflorescence morphology trait
https://w3id.org/APD/traits/trait_0012354,inflorescence_type,reproductive shoot system; bud; inflorescence,perianth morphology trait,flower morphology,NA,NA
https://w3id.org/APD/traits/trait_0012485,flower_petal_length,reproductive shoot system; flower,perianth morphology trait,flower morphology,NA,reproduction; petal; corolla; perianth; petal morphology trait
https://w3id.org/APD/traits/trait_0012520,fruit_surface_texture,reproductive shoot system; fruit,fruit morphology trait,fruit morphology,NA,NA
https://w3id.org/APD/traits/trait_0012521,fruit_surface_hairs,reproductive shoot system; fruit,fruit morphology trait,fruit morphology,NA,trichome; fruit morphology trait
https://w3id.org/APD/traits/trait_0012625,seed_colour,reproductive shoot system; seed,seed morphology trait,seed morphology,NA,seed coat
https://w3id.org/APD/traits/trait_0013121,leaf_vessel_wall_thickness,leaf,"xylem vessel morphology trait; water transport trait, hydraulic trait; leaf morphology trait",leaf morphology,NA,xylem vessel; water transport; hydraulic conductivity
https://w3id.org/APD/traits/trait_0013122,stem_vessel_wall_thickness,stem,"xylem vessel morphology trait; water transport trait, hydraulic trait; stem morphology trait",stem morphology,NA,xylem vessel; water transport; sapwood; hydraulic conductivity
https://w3id.org/APD/traits/trait_0013123,leaf_vessel_length,leaf,"xylem vessel morphology trait; water transport trait, hydraulic trait; leaf morphology trait",leaf morphology,NA,xylem vessel; water transport
https://w3id.org/APD/traits/trait_0013124,stem_vessel_length,stem,"xylem vessel morphology trait; water transport trait, hydraulic trait; stem morphology trait",stem morphology,NA,xylem vessel; water transport; sapwood
https://w3id.org/APD/traits/trait_0030030,foliage_time,whole plant; leaf,plant phenological trait; environmental tolerance trait,life history,NA,shedability; environmental condition; evergreen; deciduous; plant phenological trait
https://w3id.org/APD/traits/trait_0030220,establishment_cues,whole plant,plant phenological trait; environmental tolerance trait; fire response trait,life history,NA,NA
https://w3id.org/APD/traits/trait_0030221,germination_cues,reproductive shoot system; seed,plant phenological trait; environmental tolerance trait; fire response trait,life history,NA,NA
https://w3id.org/APD/traits/NA,leaf_critical_temperature_minimum,leaf,photosystem performance trait; environmental tolerance trait,life history,NA,NA
https://w3id.org/APD/traits/NA,leaf_critical_temperature_maximum,leaf,photosystem performance trait; environmental tolerance trait,life history,NA,NA
https://w3id.org/APD/traits/NA,leaf_maximum_temperature,leaf,photosystem performance trait; environmental tolerance trait,life history,NA,NA
https://w3id.org/APD/traits/NA,leaf_ice_nucleation_temperature,leaf,environmental tolerance trait,life history,NA,NA
https://w3id.org/APD/traits/NA,leaf_chlorophyll_content_SPAD,leaf,pigment content trait; environmental tolerance trait,nutrient and stable isotope,NA,NA
https://w3id.org/APD/traits/NA,leaf_cuticular_conductance,leaf,gas exchange trait,physiology,NA,NA
https://w3id.org/APD/traits/NA,leaf_conductance_surface_water,leaf,gas exchange trait,physiology,NA,NA
https://w3id.org/APD/traits/NA,leaf_foliar_water_uptake_rate,leaf,gas exchange trait,physiology,NA,NA
