taxon_name,url,original_name,aligned_name,accepted_name,taxon_rank,taxonomic_status,aligned_reason
Tipuana tipu,http://eflora.nt.gov.au/factsheet?id=14828,Tipuana tipu,Tipuana tipu,Tipuana tipu,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trifolium angustifolium,http://eflora.nt.gov.au/factsheet?id=14830,Trifolium angustifolium,Trifolium angustifolium,Trifolium angustifolium,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trifolium arvense,http://eflora.nt.gov.au/factsheet?id=14831,Trifolium arvense,Trifolium arvense,Trifolium arvense,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trifolium campestre,http://eflora.nt.gov.au/factsheet?id=14832,Trifolium campestre,Trifolium campestre,Trifolium campestre,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trifolium dubium,http://eflora.nt.gov.au/factsheet?id=14833,Trifolium dubium,Trifolium dubium,Trifolium dubium,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trifolium glomeratum,http://eflora.nt.gov.au/factsheet?id=14834,Trifolium glomeratum,Trifolium glomeratum,Trifolium glomeratum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trifolium pratense,http://eflora.nt.gov.au/factsheet?id=14835,Trifolium pratense,Trifolium pratense,Trifolium pratense,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trifolium dubium,http://eflora.nt.gov.au/factsheet?id=14836,Trifolium procumbens,Trifolium procumbens,Trifolium dubium,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Trifolium repens,http://eflora.nt.gov.au/factsheet?id=14837,Trifolium repens,Trifolium repens,Trifolium repens,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trifolium striatum,http://eflora.nt.gov.au/factsheet?id=14838,Trifolium striatum,Trifolium striatum,Trifolium striatum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trifolium subterraneum,http://eflora.nt.gov.au/factsheet?id=14839,Trifolium subterraneum,Trifolium subterraneum,Trifolium subterraneum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Ulex europaeus,http://eflora.nt.gov.au/factsheet?id=14842,Ulex europaeus,Ulex europaeus,Ulex europaeus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Uraria picta,http://eflora.nt.gov.au/factsheet?id=14844,Uraria picta,Uraria picta,Uraria picta,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Dipogon lignosus,http://eflora.nt.gov.au/factsheet?id=14848,Verdcourtia lignosa,Verdcourtia lignosa,Dipogon lignosus,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Vicia sativa,http://eflora.nt.gov.au/factsheet?id=14851,Vicia sativa,Vicia sativa,Vicia sativa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Vigna trilobata,http://eflora.nt.gov.au/factsheet?id=14854,Vigna trilobata,Vigna trilobata,Vigna trilobata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Vigna unguiculata,http://eflora.nt.gov.au/factsheet?id=14855,Vigna unguiculata,Vigna unguiculata,Vigna unguiculata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Viminaria juncea,http://eflora.nt.gov.au/factsheet?id=14857,Viminaria denudata,Viminaria denudata,Viminaria juncea,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Viminaria juncea,http://eflora.nt.gov.au/factsheet?id=14858,Viminaria juncea,Viminaria juncea,Viminaria juncea,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Zornia maritima,http://eflora.nt.gov.au/factsheet?id=14862,Zornia maritima,Zornia maritima,Zornia maritima,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Zornia ramosa,http://eflora.nt.gov.au/factsheet?id=14863,Zornia ramosa,Zornia ramosa,Zornia ramosa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Nothofagus cunninghamii,http://eflora.nt.gov.au/factsheet?id=14866,Nothofagus cunninghami,Nothofagus cunninghamii,Nothofagus cunninghamii,species,accepted,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Nothofagus moorei,http://eflora.nt.gov.au/factsheet?id=14867,Nothofagus moorei,Nothofagus moorei,Nothofagus moorei,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Homalium brachybotrys,http://eflora.nt.gov.au/factsheet?id=14874,Homalium brachybotrys,Homalium brachybotrys,Homalium brachybotrys,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=14876,Hydnocarpus laurifolia,Hydnocarpus laurifolia,NA,species,unplaced,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2026-01-08)
Muntingia calabura,http://eflora.nt.gov.au/factsheet?id=14878,Muntingia calabura,Muntingia calabura,Muntingia calabura,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Scolopia braunii,http://eflora.nt.gov.au/factsheet?id=14882,Scolopia braunii,Scolopia braunii,Scolopia braunii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Xylosma terrae-reginae,http://eflora.nt.gov.au/factsheet?id=14886,Xylosma terrae-reginae,Xylosma terrae-reginae,Xylosma terrae-reginae,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Frankenia serpyllifolia,http://eflora.nt.gov.au/factsheet?id=14892,Frankenia angustipetala,Frankenia angustipetala,Frankenia serpyllifolia,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Frankenia connata,http://eflora.nt.gov.au/factsheet?id=14893,Frankenia connata,Frankenia connata,Frankenia connata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Frankenia crispa,http://eflora.nt.gov.au/factsheet?id=14894,Frankenia crispa,Frankenia crispa,Frankenia crispa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Frankenia eremophila,http://eflora.nt.gov.au/factsheet?id=14895,Frankenia eremophila,Frankenia eremophila,Frankenia eremophila,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Frankenia flabellata,http://eflora.nt.gov.au/factsheet?id=14896,Frankenia flabellata,Frankenia flabellata,Frankenia flabellata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Frankenia interioris,http://eflora.nt.gov.au/factsheet?id=14897,Frankenia interioris,Frankenia interioris,Frankenia interioris,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Frankenia pauciflora,http://eflora.nt.gov.au/factsheet?id=14898,Frankenia pauciflora,Frankenia pauciflora,Frankenia pauciflora,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Frankenia pseudoflabellata,http://eflora.nt.gov.au/factsheet?id=14899,Frankenia pseudo-flabellata,Frankenia pseudoflabellata,Frankenia pseudoflabellata,species,accepted,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Frankenia sessilis,http://eflora.nt.gov.au/factsheet?id=14900,Frankenia sessilis,Frankenia sessilis,Frankenia sessilis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Frankenia subteres,http://eflora.nt.gov.au/factsheet?id=14901,Frankenia subteres,Frankenia subteres,Frankenia subteres,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Erodium moschatum,http://eflora.nt.gov.au/factsheet?id=14921,Erodium moschatum,Erodium moschatum,Erodium moschatum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Geranium potentilloides,http://eflora.nt.gov.au/factsheet?id=14924,Geranium potentillioides,Geranium potentilloides,Geranium potentilloides,species,accepted,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Pelargonium australe,http://eflora.nt.gov.au/factsheet?id=14932,Pelargonium australe,Pelargonium australe,Pelargonium australe,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Lenbrassia australiana,http://eflora.nt.gov.au/factsheet?id=14937,Lenbrassia australiana,Lenbrassia australiana,Lenbrassia australiana,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Gleichenia microphylla,http://eflora.nt.gov.au/factsheet?id=14942,Gleichenia circinnata,Gleichenia circinnata,Gleichenia microphylla,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Dampiera adpressa,http://eflora.nt.gov.au/factsheet?id=14951,Dampiera adpressa,Dampiera adpressa,Dampiera adpressa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Dampiera discolor,http://eflora.nt.gov.au/factsheet?id=14952,Dampiera discolor,Dampiera discolor,Dampiera discolor,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Dampiera eriocephala,http://eflora.nt.gov.au/factsheet?id=14954,Dampiera eriocephala,Dampiera eriocephala,Dampiera eriocephala,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Dampiera ferruginea,http://eflora.nt.gov.au/factsheet?id=14955,Dampiera ferruginea,Dampiera ferruginea,Dampiera ferruginea,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Dampiera lanceolata,http://eflora.nt.gov.au/factsheet?id=14956,Dampiera lanceolata,Dampiera lanceolata,Dampiera lanceolata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Dampiera lavandulacea,http://eflora.nt.gov.au/factsheet?id=14957,Dampiera lavandulacea,Dampiera lavandulacea,Dampiera lavandulacea,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Dampiera marifolia,http://eflora.nt.gov.au/factsheet?id=14958,Dampiera marifolia,Dampiera marifolia,Dampiera marifolia,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Dampiera purpurea,http://eflora.nt.gov.au/factsheet?id=14959,Dampiera purpureus,Dampiera purpurea,Dampiera purpurea,species,accepted,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Dampiera rosmarinifolia,http://eflora.nt.gov.au/factsheet?id=14960,Dampiera rosmarinifolia,Dampiera rosmarinifolia,Dampiera rosmarinifolia,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Dampiera stricta,http://eflora.nt.gov.au/factsheet?id=14961,Dampiera stricta,Dampiera stricta,Dampiera stricta,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Dampiera tomentosa,http://eflora.nt.gov.au/factsheet?id=14962,Dampiera tomentosa,Dampiera tomentosa,Dampiera tomentosa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia affinis,http://eflora.nt.gov.au/factsheet?id=14964,Goodenia affinis,Goodenia affinis,Goodenia affinis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia amplexans,http://eflora.nt.gov.au/factsheet?id=14966,Goodenia amplexans,Goodenia amplexans,Goodenia amplexans,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia chambersii,http://eflora.nt.gov.au/factsheet?id=14970,Goodenia chambersii,Goodenia chambersii,Goodenia chambersii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia geniculata,http://eflora.nt.gov.au/factsheet?id=14972,Goodenia geniculata,Goodenia geniculata,Goodenia geniculata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia heteromera,http://eflora.nt.gov.au/factsheet?id=14975,Goodenia heteromera,Goodenia heteromera,Goodenia heteromera,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia lanata,http://eflora.nt.gov.au/factsheet?id=14978,Goodenia lanata,Goodenia lanata,Goodenia lanata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia microptera,http://eflora.nt.gov.au/factsheet?id=14979,Goodenia microptera,Goodenia microptera,Goodenia microptera,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia ovata,http://eflora.nt.gov.au/factsheet?id=14980,Goodenia ovata,Goodenia ovata,Goodenia ovata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia paniculata,http://eflora.nt.gov.au/factsheet?id=14981,Goodenia paniculata,Goodenia paniculata,Goodenia paniculata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia geniculata,http://eflora.nt.gov.au/factsheet?id=14982,Goodenia primulacea,Goodenia primulacea,Goodenia geniculata,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia pusilliflora,http://eflora.nt.gov.au/factsheet?id=14983,Goodenia pusilliflora,Goodenia pusilliflora,Goodenia pusilliflora,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia suffrutescens,http://eflora.nt.gov.au/factsheet?id=14985,Goodenia suffrutescens,Goodenia suffrutescens,Goodenia suffrutescens,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia tenuiloba,http://eflora.nt.gov.au/factsheet?id=14986,Goodenia tenuiloba,Goodenia tenuiloba,Goodenia tenuiloba,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia varia,http://eflora.nt.gov.au/factsheet?id=14987,Goodenia varia,Goodenia varia,Goodenia varia,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia willisiana,http://eflora.nt.gov.au/factsheet?id=14988,Goodenia willisiana,Goodenia willisiana,Goodenia willisiana,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Lechenaultia biloba,http://eflora.nt.gov.au/factsheet?id=14990,Lechenaultia biloba,Lechenaultia biloba,Lechenaultia biloba,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Scaevola albida,http://eflora.nt.gov.au/factsheet?id=14994,Scaevola albida,Scaevola albida,Scaevola albida,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Scaevola calendulacea,http://eflora.nt.gov.au/factsheet?id=14995,Scaevola calendulacea,Scaevola calendulacea,Scaevola calendulacea,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Scaevola crassifolia,http://eflora.nt.gov.au/factsheet?id=14996,Scaevola crassifolia,Scaevola crassifolia,Scaevola crassifolia,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia fasciculata,http://eflora.nt.gov.au/factsheet?id=14998,Scaevola fasciculata,Scaevola fasciculata,Goodenia fasciculata,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Scaevola glutinosa,http://eflora.nt.gov.au/factsheet?id=14999,Scaevola glutinosa,Scaevola glutinosa,Scaevola glutinosa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Scaevola hookeri,http://eflora.nt.gov.au/factsheet?id=15000,Scaevola hookeri,Scaevola hookeri,Scaevola hookeri,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Scaevola macrostachya,http://eflora.nt.gov.au/factsheet?id=15001,Scaevola macrostachya,Scaevola macrostachya,Scaevola macrostachya,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Scaevola obovata,http://eflora.nt.gov.au/factsheet?id=15002,Scaevola obovata,Scaevola obovata,Scaevola obovata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Scaevola enantophylla,http://eflora.nt.gov.au/factsheet?id=15003,Scaevola oppositifolia,Scaevola oppositifolia,Scaevola enantophylla,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Scaevola taccada,http://eflora.nt.gov.au/factsheet?id=15008,Scaevola sericea,Scaevola sericea,Scaevola taccada,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia macroplectra,http://eflora.nt.gov.au/factsheet?id=15012,Symphiobases macroplecta,Symphyobasis macroplectra,Goodenia macroplectra,species,accepted,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia arguta,http://eflora.nt.gov.au/factsheet?id=15014,Velleia arguta,Velleia arguta,Goodenia arguta,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia rosea,http://eflora.nt.gov.au/factsheet?id=15016,Velleia rosea,Velleia rosea,Goodenia rosea,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia mystrophylla,http://eflora.nt.gov.au/factsheet?id=15017,Velleia spathulata,Velleia spathulata,Goodenia mystrophylla,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Polyosma hirsuta,http://eflora.nt.gov.au/factsheet?id=15024,Polyosma hirsuta,Polyosma hirsuta,Polyosma hirsuta,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Gyrostemon australasicus,http://eflora.nt.gov.au/factsheet?id=15034,Gyrostemon australasicus,Gyrostemon australasicus,Gyrostemon australasicus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Gyrostemon racemiger,http://eflora.nt.gov.au/factsheet?id=15035,Gyrostemon racemiger,Gyrostemon racemiger,Gyrostemon racemiger,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Anigozanthos bicolor,http://eflora.nt.gov.au/factsheet?id=15039,Anigozanthos bicolor,Anigozanthos bicolor,Anigozanthos bicolor,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Anigozanthos humilis,http://eflora.nt.gov.au/factsheet?id=15040,Anigozanthos humilis,Anigozanthos humilis,Anigozanthos humilis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Conostylis aurea,http://eflora.nt.gov.au/factsheet?id=15042,Conostylis aurea,Conostylis aurea,Conostylis aurea,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Conostylis setigera,http://eflora.nt.gov.au/factsheet?id=15043,Conostylis setigera,Conostylis setigera,Conostylis setigera,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Haemodorum gracile,http://eflora.nt.gov.au/factsheet?id=15045,Haemodorum gracile,Haemodorum gracile,Haemodorum gracile,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Glischrocaryon behrii,http://eflora.nt.gov.au/factsheet?id=15048,Glischrocaryon behrii,Glischrocaryon behrii,Glischrocaryon behrii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Gonocarpus acanthocarpus,http://eflora.nt.gov.au/factsheet?id=15050,Gonocarpus acanthocarpus,Gonocarpus acanthocarpus,Gonocarpus acanthocarpus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Gonocarpus elatus,http://eflora.nt.gov.au/factsheet?id=15053,Gonocarpus elatus,Gonocarpus elatus,Gonocarpus elatus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Gonocarpus humilis,http://eflora.nt.gov.au/factsheet?id=15054,Gonocarpus humilis,Gonocarpus humilis,Gonocarpus humilis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Gonocarpus micranthus,http://eflora.nt.gov.au/factsheet?id=15056,Gonocarpus micranthus,Gonocarpus micranthus,Gonocarpus micranthus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Gonocarpus tetragynus,http://eflora.nt.gov.au/factsheet?id=15057,Gonocarpus tetragynus,Gonocarpus tetragynus,Gonocarpus tetragynus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Gonocarpus teucrioides,http://eflora.nt.gov.au/factsheet?id=15058,Gonocarpus teucrioides,Gonocarpus teucrioides,Gonocarpus teucrioides,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Haloragis acutangula,http://eflora.nt.gov.au/factsheet?id=15060,Haloragis acutangula,Haloragis acutangula,Haloragis acutangula,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Myriophyllum alpinum,http://eflora.nt.gov.au/factsheet?id=15066,Myriophyllum alpinum,Myriophyllum alpinum,Myriophyllum alpinum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Myriophyllum amphibium,http://eflora.nt.gov.au/factsheet?id=15067,Myriophyllum amphibium,Myriophyllum amphibium,Myriophyllum amphibium,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Myriophyllum aquaticum,http://eflora.nt.gov.au/factsheet?id=15068,Myriophyllum aquaticum,Myriophyllum aquaticum,Myriophyllum aquaticum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Myriophyllum latifolium,http://eflora.nt.gov.au/factsheet?id=15069,Myriophyllum latifolium,Myriophyllum latifolium,Myriophyllum latifolium,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Myriophyllum papillosum,http://eflora.nt.gov.au/factsheet?id=15070,Myriophyllum papillosum,Myriophyllum papillosum,Myriophyllum papillosum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Myriophyllum pedunculatum,http://eflora.nt.gov.au/factsheet?id=15071,Myriophyllum pedunculatum,Myriophyllum pedunculatum,Myriophyllum pedunculatum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Myriophyllum porcatum,http://eflora.nt.gov.au/factsheet?id=15072,Myriophyllum porcatum,Myriophyllum porcatum,Myriophyllum porcatum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Myriophyllum salsugineum,http://eflora.nt.gov.au/factsheet?id=15073,Myriophyllum salsugineum,Myriophyllum salsugineum,Myriophyllum salsugineum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Myriophyllum simulans,http://eflora.nt.gov.au/factsheet?id=15074,Myriophyllum simulans,Myriophyllum simulans,Myriophyllum simulans,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Myriophyllum variifolium,http://eflora.nt.gov.au/factsheet?id=15075,Myriophyllum variaefolium,Myriophyllum variaefolium,Myriophyllum variifolium,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Hernandia bivalvis,http://eflora.nt.gov.au/factsheet?id=15078,Hernandia bivalvis,Hernandia bivalvis,Hernandia bivalvis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Galbulimima baccata,http://eflora.nt.gov.au/factsheet?id=15081,Galbulimima belgraveana,Galbulimima belgraveana,Galbulimima baccata,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Crepidomanes bipunctatum,http://eflora.nt.gov.au/factsheet?id=15096,Crepidomanes bipunctatum,Crepidomanes bipunctatum,Crepidomanes bipunctatum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Hymenophyllum baileyanum,http://eflora.nt.gov.au/factsheet?id=15100,Hymenophyllum baileyanum,Hymenophyllum baileyanum,Hymenophyllum baileyanum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Hymenophyllum samoense,http://eflora.nt.gov.au/factsheet?id=15103,Hymenophyllum samoense,Hymenophyllum samoense,Hymenophyllum samoense,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Idiospermum australiense,http://eflora.nt.gov.au/factsheet?id=15125,Idiospermum australiense,Idiospermum australiense,Idiospermum australiense,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Diplarrena moraea,http://eflora.nt.gov.au/factsheet?id=15128,Diplarrhena moraea,Diplarrhena moraea,Diplarrena moraea,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Gladiolus undulatus,http://eflora.nt.gov.au/factsheet?id=15132,Gladiolus cuspidatus,Gladiolus cuspidatus,Gladiolus undulatus,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Moraea flaccida,http://eflora.nt.gov.au/factsheet?id=15134,Homeria breyniana,Homeria breyniana,Moraea flaccida,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Orthrosanthus multiflorus,http://eflora.nt.gov.au/factsheet?id=15136,Orthrosanthus multiflorus,Orthrosanthus multiflorus,Orthrosanthus multiflorus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Patersonia glabrata,http://eflora.nt.gov.au/factsheet?id=15138,Patersonia glabrata,Patersonia glabrata,Patersonia glabrata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Patersonia occidentalis var. occidentalis,http://eflora.nt.gov.au/factsheet?id=15139,Patersonia longiscapa,Patersonia longiscapa,Patersonia occidentalis var. occidentalis,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
