taxon_name,url,original_name,aligned_name,accepted_name,taxon_rank,taxonomic_status,aligned_reason
Psydrax banksii,http://eflora.nt.gov.au/factsheet?id=26108,Psydrax banksii,Psydrax banksii,Psydrax banksii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cayratia cardiophylla,http://eflora.nt.gov.au/factsheet?id=26109,Cayratia cardiophylla,Cayratia cardiophylla,Cayratia cardiophylla,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Spermacoce prostrata,http://eflora.nt.gov.au/factsheet?id=26112,Spermacoce prostrata,Spermacoce prostrata,Spermacoce prostrata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Poranthera leiosperma,http://eflora.nt.gov.au/factsheet?id=26115,Poranthera leiosperma,Poranthera leiosperma,Poranthera leiosperma,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Actephila venusta,http://eflora.nt.gov.au/factsheet?id=26116,Actephila venusta,Actephila venusta,Actephila venusta,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Actephila mooreana,http://eflora.nt.gov.au/factsheet?id=26117,Actephila lindleyi,Actephila lindleyi,Actephila mooreana,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Shonia territorialis,http://eflora.nt.gov.au/factsheet?id=26122,Shonia territorialis,Shonia territorialis,Shonia territorialis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Shonia bickertonensis,http://eflora.nt.gov.au/factsheet?id=26123,Shonia bickertonensis,Shonia bickertonensis,Shonia bickertonensis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Bulbine pendula,http://eflora.nt.gov.au/factsheet?id=26126,Bulbine pendula,Bulbine pendula,Bulbine pendula,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Eucalyptus moderata,http://eflora.nt.gov.au/factsheet?id=26127,Eucalyptus moderata,Eucalyptus moderata,Eucalyptus moderata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Triodia fissura,http://eflora.nt.gov.au/factsheet?id=26128,Triodia fissura,Triodia fissura,Triodia fissura,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Micraira brevis,http://eflora.nt.gov.au/factsheet?id=26129,Micraira brevis,Micraira brevis,Micraira brevis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=26130,Averrhoa bilimbi,Averrhoa sp. [Averrhoa bilimbi],NA,genus,genus excluded,Exact match of the first word of the taxon name to an APC-known genus (2026-01-08)
Aristolochia ornithopterae,http://eflora.nt.gov.au/factsheet?id=26132,Pararistolochia linearifolia,Pararistolochia linearifolia,Aristolochia ornithopterae,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Syzygium monimioides,http://eflora.nt.gov.au/factsheet?id=26133,Syzygium monimioides,Syzygium monimioides,Syzygium monimioides,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Pilidiostigma papuanum,http://eflora.nt.gov.au/factsheet?id=26134,Pilidiostigma papuanum,Pilidiostigma papuanum,Pilidiostigma papuanum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Gynochthodes podistra,http://eflora.nt.gov.au/factsheet?id=26135,Gynochthodes podistra,Gynochthodes podistra,Gynochthodes podistra,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Homoranthus melanostictus,http://eflora.nt.gov.au/factsheet?id=26136,Homoranthus melanostictus,Homoranthus melanostictus,Homoranthus melanostictus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Euploca albrechtii,http://eflora.nt.gov.au/factsheet?id=26137,Heliotropium albrechtii,Heliotropium albrechtii,Euploca albrechtii,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Euploca arenitensis,http://eflora.nt.gov.au/factsheet?id=26138,Heliotropium arenitense,Heliotropium arenitense,Euploca arenitensis,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Parsonsia grayana,http://eflora.nt.gov.au/factsheet?id=26139,Parsonsia grayana,Parsonsia grayana,Parsonsia grayana,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Acacia holotricha,http://eflora.nt.gov.au/factsheet?id=26140,Acacia holotricha,Acacia holotricha,Acacia holotricha,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Hollandaea sayeriana,http://eflora.nt.gov.au/factsheet?id=26142,Hollandaea sayeriana,Hollandaea sayeriana,Hollandaea sayeriana,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Eucalyptus socialis,http://eflora.nt.gov.au/factsheet?id=26143,Eucalyptus socialis,Eucalyptus socialis,Eucalyptus socialis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Triodia birriliburu,http://eflora.nt.gov.au/factsheet?id=26146,Triodia birriliburu,Triodia birriliburu,Triodia birriliburu,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Jasminum kajewskii,http://eflora.nt.gov.au/factsheet?id=26147,Jasminum kajewskii,Jasminum kajewskii,Jasminum kajewskii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Endiandra compressa,http://eflora.nt.gov.au/factsheet?id=26148,Endiandra compressa,Endiandra compressa,Endiandra compressa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Bubbia semecarpoides,http://eflora.nt.gov.au/factsheet?id=26150,Bubbia semecarpoides,Bubbia semecarpoides,Bubbia semecarpoides,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Senna gaudichaudii,http://eflora.nt.gov.au/factsheet?id=26151,Senna gaudichaudii,Senna gaudichaudii,Senna gaudichaudii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Amaranthus undulatus,http://eflora.nt.gov.au/factsheet?id=26152,Amaranthus undulatus,Amaranthus undulatus,Amaranthus undulatus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Amaranthus rhombeus,http://eflora.nt.gov.au/factsheet?id=26153,Amaranthus rhombeus,Amaranthus rhombeus,Amaranthus rhombeus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Sloanea woollsii,http://eflora.nt.gov.au/factsheet?id=26154,Sloanea woollsii,Sloanea woollsii,Sloanea woollsii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Tyrbastes glaucescens,http://eflora.nt.gov.au/factsheet?id=26156,Tyrbastes glaucescens,Tyrbastes glaucescens,Tyrbastes glaucescens,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Taraxis grossa,http://eflora.nt.gov.au/factsheet?id=26158,Taraxis grossa,Taraxis grossa,Taraxis grossa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cryptandra debilis,http://eflora.nt.gov.au/factsheet?id=26160,Cryptandra debilis,Cryptandra debilis,Cryptandra debilis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Bridelia exaltata,http://eflora.nt.gov.au/factsheet?id=26161,Bridelia exaltata,Bridelia exaltata,Bridelia exaltata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Callicarpa longifolia,http://eflora.nt.gov.au/factsheet?id=26162,Callicarpa longifolia,Callicarpa longifolia,Callicarpa longifolia,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Amyema eburna,http://eflora.nt.gov.au/factsheet?id=26163,Amyema eburna,Amyema eburna,Amyema eburna,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Drosera nana,http://eflora.nt.gov.au/factsheet?id=26166,Drosera nana,Drosera nana,Drosera nana,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Acacia sericophylla,http://eflora.nt.gov.au/factsheet?id=26167,Acacia sericophylla,Acacia sericophylla,Acacia sericophylla,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Lasianthus kurzii,http://eflora.nt.gov.au/factsheet?id=26169,Lasianthus strigosus,Lasianthus strigosus,Lasianthus kurzii,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Bertya oleifolia,http://eflora.nt.gov.au/factsheet?id=26170,Bertya oleifolia,Bertya oleifolia,Bertya oleifolia,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Dichrocephala integrifolia,http://eflora.nt.gov.au/factsheet?id=26172,Dichrocephala integrifolia,Dichrocephala integrifolia,Dichrocephala integrifolia,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Pinus clausa,http://eflora.nt.gov.au/factsheet?id=26174,Pinus clausa,Pinus clausa,Pinus clausa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Eucalyptus eugenioides,http://eflora.nt.gov.au/factsheet?id=26175,Eucalyptus eugenioides,Eucalyptus eugenioides,Eucalyptus eugenioides,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Leptospermum luehmannii,http://eflora.nt.gov.au/factsheet?id=26176,Leptospermum luehmannii,Leptospermum luehmannii,Leptospermum luehmannii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Auranticarpa ilicifolia,http://eflora.nt.gov.au/factsheet?id=26177,Auranticarpa ilicifolia,Auranticarpa ilicifolia,Auranticarpa ilicifolia,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cenchrus caliculatus,http://eflora.nt.gov.au/factsheet?id=26178,Cenchrus caliculatus,Cenchrus caliculatus,Cenchrus caliculatus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Digitaria minima,http://eflora.nt.gov.au/factsheet?id=26181,Digitaria minima,Digitaria minima,Digitaria minima,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Dendrocnide excelsa,http://eflora.nt.gov.au/factsheet?id=26182,Dendrocnide excelsa,Dendrocnide excelsa,Dendrocnide excelsa,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Rhaphiolepis indica,http://eflora.nt.gov.au/factsheet?id=26184,Rhaphiolepis indica,Rhaphiolepis indica,Rhaphiolepis indica,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Leptospermum amboinense,http://eflora.nt.gov.au/factsheet?id=26185,Leptospermum amboinense,Leptospermum amboinense,Leptospermum amboinense,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Eucalyptus acaciiformis,http://eflora.nt.gov.au/factsheet?id=26186,Eucalyptus acaciiformis,Eucalyptus acaciiformis,Eucalyptus acaciiformis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Trachymene oleracea,http://eflora.nt.gov.au/factsheet?id=26187,Trachymene oleracea,Trachymene oleracea,Trachymene oleracea,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=26189,Catatrama costaricensis,NA,NA,NA,unknown,NA
Linospadix palmerianus,http://eflora.nt.gov.au/factsheet?id=26191,Linospadix palmeriana,Linospadix palmeriana,Linospadix palmerianus,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Laccospadix australasicus,http://eflora.nt.gov.au/factsheet?id=26193,Laccospadix australasica,Laccospadix australasica,Laccospadix australasicus,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Hibiscus campanulatus,http://eflora.nt.gov.au/factsheet?id=26194,Hibiscus campanulatus,Hibiscus campanulatus,Hibiscus campanulatus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Ursinia anthemoides,http://eflora.nt.gov.au/factsheet?id=26196,Ursinia anthemoides,Ursinia anthemoides,Ursinia anthemoides,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Notothixos incanus,http://eflora.nt.gov.au/factsheet?id=26197,Notothixos incanus,Notothixos incanus,Notothixos incanus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Calocephalus francisii,http://eflora.nt.gov.au/factsheet?id=26198,Calocephalus francisii,Calocephalus francisii,Calocephalus francisii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Angianthus acrohyalinus,http://eflora.nt.gov.au/factsheet?id=26199,Angianthus acrohyalinus,Angianthus acrohyalinus,Angianthus acrohyalinus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Gazania linearis,http://eflora.nt.gov.au/factsheet?id=26200,Gazania linearis,Gazania linearis,Gazania linearis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Melaleuca cordata,http://eflora.nt.gov.au/factsheet?id=26201,Melaleuca cordata,Melaleuca cordata,Melaleuca cordata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Rhodanthe psammophila,http://eflora.nt.gov.au/factsheet?id=26204,Rhodanthe psammophila,Rhodanthe psammophila,Rhodanthe psammophila,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Abutilon macrum,http://eflora.nt.gov.au/factsheet?id=26205,Abutilon arenarium,Abutilon arenarium,Abutilon macrum,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Leiocarpa semicalva,http://eflora.nt.gov.au/factsheet?id=26207,Chrysocephalum semicalvum,Chrysocephalum semicalvum,Leiocarpa semicalva,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Callistemon recurvus,http://eflora.nt.gov.au/factsheet?id=26209,Melaleuca recurva,Melaleuca recurva,Callistemon recurvus,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Kuntheria pedunculata,http://eflora.nt.gov.au/factsheet?id=26211,Kuntheria pedunculata,Kuntheria pedunculata,Kuntheria pedunculata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Croton stockeri,http://eflora.nt.gov.au/factsheet?id=26212,Croton stockeri,Croton stockeri,Croton stockeri,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Tephrosia sp. Central (P.K.Latz 17037),http://eflora.nt.gov.au/factsheet?id=26213,Tephrosia sp. Central,Tephrosia sp. Central (P.K.Latz 17037),Tephrosia sp. Central (P.K.Latz 17037),species,accepted,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-01-08)
Polyosma rhytiphloia,http://eflora.nt.gov.au/factsheet?id=26214,Polyosma rhytophloia,Polyosma rhytophloia,Polyosma rhytiphloia,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Aceratium doggrellii,http://eflora.nt.gov.au/factsheet?id=26215,Aceratium doggrellii,Aceratium doggrellii,Aceratium doggrellii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cryptocarya rhodosperma,http://eflora.nt.gov.au/factsheet?id=26217,Cryptocarya rhodosperma,Cryptocarya rhodosperma,Cryptocarya rhodosperma,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Goodenia oenpelliensis,http://eflora.nt.gov.au/factsheet?id=26219,Goodenia oenpelliensis,Goodenia oenpelliensis,Goodenia oenpelliensis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Endiandra collinsii,http://eflora.nt.gov.au/factsheet?id=26220,Endiandra collinsii,Endiandra collinsii,Endiandra collinsii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Calophyllum australianum,http://eflora.nt.gov.au/factsheet?id=26221,Calophyllum australianum,Calophyllum australianum,Calophyllum australianum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Archidendron hendersonii,http://eflora.nt.gov.au/factsheet?id=26222,Archidendron hendersonii,Archidendron hendersonii,Archidendron hendersonii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Austrobuxus megacarpus,http://eflora.nt.gov.au/factsheet?id=26224,Austrobuxus megacarpus,Austrobuxus megacarpus,Austrobuxus megacarpus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Citrus reticulata,http://eflora.nt.gov.au/factsheet?id=26225,Citrus reticulata,Citrus reticulata,Citrus reticulata,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=26230,Ficus sp. rock walls,Ficus sp. [Ficus sp. rock walls],NA,genus,genus accepted,Exact match of the first word of the taxon name to an APC-accepted genus (2026-01-08)
Polyalthia johnsonii,http://eflora.nt.gov.au/factsheet?id=26231,Haplostichanthus johnsonii,Haplostichanthus johnsonii,Polyalthia johnsonii,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Sida clementii,http://eflora.nt.gov.au/factsheet?id=26233,Sida clementii,Sida clementii,Sida clementii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Aceratium ferrugineum,http://eflora.nt.gov.au/factsheet?id=26235,Aceratium ferrugineum,Aceratium ferrugineum,Aceratium ferrugineum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Argophyllum lejourdanii,http://eflora.nt.gov.au/factsheet?id=26236,Argophyllum lejourdanii,Argophyllum lejourdanii,Argophyllum lejourdanii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Symplocos ampulliformis,http://eflora.nt.gov.au/factsheet?id=26237,Symplocos ampulliformis,Symplocos ampulliformis,Symplocos ampulliformis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Aceratium sericoleopsis,http://eflora.nt.gov.au/factsheet?id=26238,Aceratium sericoleopsis,Aceratium sericoleopsis,Aceratium sericoleopsis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Chisocheton longistipitatus,http://eflora.nt.gov.au/factsheet?id=26240,Chisocheton longistipitatus,Chisocheton longistipitatus,Chisocheton longistipitatus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Eidothea zoexylocarya,http://eflora.nt.gov.au/factsheet?id=26242,Eidothea zoexylocarya,Eidothea zoexylocarya,Eidothea zoexylocarya,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Dysoxylum setosum,http://eflora.nt.gov.au/factsheet?id=26243,Dysoxylum setosum,Dysoxylum setosum,Dysoxylum setosum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Decalobanthus peltatus,http://eflora.nt.gov.au/factsheet?id=26245,Decalobanthus peltatus,Decalobanthus peltatus,Decalobanthus peltatus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Tasmannia insipida,http://eflora.nt.gov.au/factsheet?id=26246,Tasmannia insipida,Tasmannia insipida,Tasmannia insipida,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Hexaspora pubescens,http://eflora.nt.gov.au/factsheet?id=26248,Hexaspora pubescens,Hexaspora pubescens,Hexaspora pubescens,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Caesalpinia robusta,http://eflora.nt.gov.au/factsheet?id=26249,Caesalpinia robusta,Caesalpinia robusta,Caesalpinia robusta,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Piper interruptum,http://eflora.nt.gov.au/factsheet?id=26250,Piper interruptum,Piper interruptum,Piper interruptum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Medinilla balls-headleyi,http://eflora.nt.gov.au/factsheet?id=26252,Medinilla balls-headleyi,Medinilla balls-headleyi,Medinilla balls-headleyi,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Alloxylon wickhamii,http://eflora.nt.gov.au/factsheet?id=26253,Alloxylon wickhamii,Alloxylon wickhamii,Alloxylon wickhamii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=26257,Flacourtia rukam,Flacourtia sp. [Flacourtia rukam],NA,genus,genus accepted,Exact match of the first word of the taxon name to an APC-accepted genus (2026-01-08)
Brachychiton viridiflorus,http://eflora.nt.gov.au/factsheet?id=26258,Brachychiton viridiflorus,Brachychiton viridiflorus,Brachychiton viridiflorus,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Haemodorum paniculatum,http://eflora.nt.gov.au/factsheet?id=26259,Haemodorum paniculatum,Haemodorum paniculatum,Haemodorum paniculatum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=26263,Cephalozia connivens,NA,NA,NA,unknown,NA
Myriocephalus occidentalis,http://eflora.nt.gov.au/factsheet?id=26267,Myriocephalus occidentalis,Myriocephalus occidentalis,Myriocephalus occidentalis,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Phebalium longifolium,http://eflora.nt.gov.au/factsheet?id=26268,Phebalium longifolium,Phebalium longifolium,Phebalium longifolium,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Wahlenbergia graniticola,http://eflora.nt.gov.au/factsheet?id=26269,Wahlenbergia graniticola,Wahlenbergia graniticola,Wahlenbergia graniticola,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Citrus x aurantium,http://eflora.nt.gov.au/factsheet?id=26270,Citrus aurantium,Citrus x aurantium,Citrus x aurantium,species,accepted,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2026-01-08)
Amaranthus dubius,http://eflora.nt.gov.au/factsheet?id=26274,Amaranthus dubius,Amaranthus dubius,Amaranthus dubius,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Pseuduvaria hylandii,http://eflora.nt.gov.au/factsheet?id=26275,Pseuduvaria hylandii,Pseuduvaria hylandii,Pseuduvaria hylandii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Pimelodendron amboinicum,http://eflora.nt.gov.au/factsheet?id=26277,Pimelodendron amboinicum,Pimelodendron amboinicum,Pimelodendron amboinicum,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Prunus brachystachya,http://eflora.nt.gov.au/factsheet?id=26278,Prunus brachystachya,Prunus brachystachya,Prunus brachystachya,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Cissus cardiophylla,http://eflora.nt.gov.au/factsheet?id=26279,Cissus cardiophylla,Cissus cardiophylla,Cissus cardiophylla,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Sarcotoechia protracta,http://eflora.nt.gov.au/factsheet?id=26280,Sarcotoechia protracta,Sarcotoechia protracta,Sarcotoechia protracta,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Gymnema longipedicellatum,http://eflora.nt.gov.au/factsheet?id=26281,Marsdenia longipedicellata,Marsdenia longipedicellata,Gymnema longipedicellatum,species,accepted,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2026-01-08)
Banksia aquilonia,http://eflora.nt.gov.au/factsheet?id=26282,Banksia aquilonia,Banksia aquilonia,Banksia aquilonia,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
Bridelia leichhardtii,http://eflora.nt.gov.au/factsheet?id=26283,Bridelia leichhardtii,Bridelia leichhardtii,Bridelia leichhardtii,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=26286,Arytera littoralis,Arytera sp. [Arytera littoralis],NA,genus,genus accepted,Exact match of the first word of the taxon name to an APC-accepted genus (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=26289,Leucobryum aduncum,NA,NA,NA,unknown,NA
NA,http://eflora.nt.gov.au/factsheet?id=26291,Isopterygium minutirameum,NA,NA,NA,unknown,NA
NA,http://eflora.nt.gov.au/factsheet?id=26294,Calypogeia arguta,NA,NA,NA,unknown,NA
NA,http://eflora.nt.gov.au/factsheet?id=26299,Leucophanes glaucum,NA,NA,NA,unknown,NA
NA,http://eflora.nt.gov.au/factsheet?id=26300,Anthoceros capricornii,Anthocercis sp. [Anthoceros capricornii],NA,genus,genus accepted,Fuzzy match of the first word of the taxon name to an APC-accepted genus (2026-01-08)
NA,http://eflora.nt.gov.au/factsheet?id=26301,Fissidens ceylonensis,NA,NA,NA,unknown,NA
NA,http://eflora.nt.gov.au/factsheet?id=26302,Fissidens hebetatus,NA,NA,NA,unknown,NA
NA,http://eflora.nt.gov.au/factsheet?id=26308,Pseudohypnella verrucosa,NA,NA,NA,unknown,NA
NA,http://eflora.nt.gov.au/factsheet?id=26310,Brachymenium indicum,NA,NA,NA,unknown,NA
NA,http://eflora.nt.gov.au/factsheet?id=26311,Bryum radiculosum,NA,NA,NA,unknown,NA
Endiandra pubens,http://eflora.nt.gov.au/factsheet?id=26312,Endiandra pubens,Endiandra pubens,Endiandra pubens,species,accepted,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2026-01-08)
