source_primary_key,source_primary_citation
Lawes_2014,"M. J. Lawes, S. J. Richardson, P. J. Clarke, J. J. Midgley, M. S. McGlone, and P. J. Bellingham. “Bark thickness does not explain the different susceptibility of Australian and New Zealand temperate rain forests to anthropogenic fire”.   _Journal of Biogeography_ 41.8 (2014), pp. 1467-1477.  doi:  [10.1111/jbi.12292](https://doi.org/10.1111%2Fjbi.12292)."
Lawson_2015,"J. R. Lawson, K. A. Fryirs, and M. R. Leishman. “Data from: Hydrological conditions explain wood density in riparian plants of south-eastern Australia”.   _Dryad Digital Repository_ (2015).  doi:  [10.5061/dryad.72h45](https://doi.org/10.5061%2Fdryad.72h45)."
Laxton_2005,"E. Laxton. “Relationship between leaf traits, insect communities and resource availability”. PhD. Macquarie University, 2005.  url:  [http://hdl.handle.net/1959.14/483](http://hdl.handle.net/1959.14/483)."
Lee_2019,"M. R. Lee, J. R. Powell, B. Oberle, W. K. Cornwell, M. Lyons, J. L. Rigg, and A. E. Zanne. “Good neighbors aplenty: fungal endophytes rarely exhibit competitive exclusion patterns across a span of woody habitats”.   _Ecology_ 100.9 (2019), p. e02790.  doi:  [10.1002/ecy.2790](https://doi.org/10.1002%2Fecy.2790)."
Leigh_2003,"A. Leigh and A. B. Nicotra. “Sexual dimorphism in reproductive allocation and water use efficiency in Maireana pyramidata (Chenopodiaceae), a dioecious, semi-arid shrub”.   _Australian Journal of Botany_ 51.5 (2003), pp. 509-514.  doi:  [10.1071/bt03043](https://doi.org/10.1071%2Fbt03043)."
Leigh_2006,"A. Leigh, M. J. Cosgrove, and A. B. Nicotra. “Reproductive allocation in a gender dimorphic shrub: anomalous female investment in Gynatrix pulchella?”.   _Journal of Ecology_ 94.6 (2006), pp. 1261-1271.  doi:  [10.1111/j.1365-2745.2006.01164.x](https://doi.org/10.1111%2Fj.1365-2745.2006.01164.x)."
Leishman_1992,"M. R. Leishman and M. Westoby. “Classifying plants into groups on the basis of associations of individual traits-Evidence from Australian semi-arid woodlands”.   _Journal of Ecology_ 80 (1992), pp. 417-424.  doi:  [10.2307/2260687](https://doi.org/10.2307%2F2260687)."
Leishman_1993,"M. Leishman. “Unpublished data: Seed mass data for Sydney species, Macquarie University”. 1990."
Leishman_1995,"M. R. Leishman, M. Westoby, and E. Jurado. “Correlates of seed size variation: A comparison among five temperate floras”.   _Journal of Ecology_ 83 (1995), pp. 517-529.  doi:  [10.2307/2261604](https://doi.org/10.2307%2F2261604)."
Leishman_2007,"M. R. Leishman, T. Haslehurst, A. Ares, and Z. Baruch. “Leaf trait relationships of native and invasive plants: community- and global-scale comparisons”.   _New Phytologist_ 176.3 (2007), pp. 635-643.  doi:  [10.1111/j.1469-8137.2007.02189.x](https://doi.org/10.1111%2Fj.1469-8137.2007.02189.x)."
Lemmens_1994,"R. Lemmens and I. Soerjanegara. _Prosea, Volume 5/1: Timber Trees - Major Commercial Timbers_. Pudoc/Prosea, 1993. ISBN: 9789022010334."
Lewis_2015,"J. D. Lewis, N. G. Phillips, B. A. Logan, R. A. Smith, I. Aranjuelo, S. Clarke, C. A. Offord, A. Frith, M. Barbour, T. Huxman, and D. T. Tissue. “Rising temperature may negate the stimulatory effect of rising CO2 on growth and physiology of Wollemi pine (Wollemia nobilis)”.   _Functional Plant Biology_ 42.9 (2015), pp. 836-850.  doi:  [10.1071/fp14256](https://doi.org/10.1071%2Ffp14256)."
Li_2018,"X. Li, C. J. Blackman, B. Choat, R. A. Duursma, P. D. Rymer, B. E. Medlyn, and D. T. Tissue. “Tree hydraulic traits are coordinated and strongly linked to climate-of-origin across a rainfall gradient”.   _Plant, Cell & Environment_ 41 (2018), pp. 646-660.  doi:  [10.1111/pce.13129](https://doi.org/10.1111%2Fpce.13129)."
Li_2019,"X. Li, C. J. Blackman, J. M. R. Peters, B. Choat, P. D. Rymer, B. E. Medlyn, and D. T. Tissue. “More than iso/anisohydry: Hydroscapes integrate plant water use and drought tolerance traits in 10 eucalypt species from contrasting climates”.   _Functional Ecology_ 33.6 (2019). Ed. by R. Oliveira, pp. 1035-1049. ISSN: 1365-2435.  doi:  [10.1111/1365-2435.13320](https://doi.org/10.1111%2F1365-2435.13320)."
Lim_2017,"F. K. Lim, L. J. Pollock, and P. A. Vesk. “The role of plant functional traits in shrub distribution around alpine frost hollows”.   _Journal of Vegetation Science_ 28.3 (2017), pp. 585-594.  doi:  [10.1111/jvs.12517](https://doi.org/10.1111%2Fjvs.12517)."
Liu_2023,"S. T. Liu, C. E. Gille, T. Bird, K. Ranathunge, P. M. Finnegan, and H. Lambers. “Leaf phosphorus allocation to chemical fractions and its seasonal variation in south-western Australia is a species-dependent trait”.   _Science of The Total Environment_ 901 (2023), p. 166395. ISSN: 0048-9697.  doi:  [10.1016/j.scitotenv.2023.166395](https://doi.org/10.1016%2Fj.scitotenv.2023.166395)."
Lord_1997,"J. Lord, J. Egan, T. Clifford, E. Jurado, M. Leishman, D. Williams, and M. Westoby. “Larger seeds in tropical floras: Consistent patterns independent of growth form and dispersal mode”.   _Journal of Biogeography_ 24 (1997), pp. 205-211.  doi:  [10.1046/j.1365-2699.1997.00126.x](https://doi.org/10.1046%2Fj.1365-2699.1997.00126.x)."
Lunt_2012,"I. Lunt and J. Morgan. “Unpublished data: Trait data from various Morgan and Lunt projects 1990-2012, Charles Sturt & La Trobe University”. 2012."
Lusk_2010,"C. H. Lusk, Y. Onoda, R. Kooyman, and A. Gutiurrez-Giron. “Reconciling species-level vs plastic responses of evergreen leaf structure to light gradients: shade leaves punch above their weight”.   _New Phytologist_ 186.2 (2010), pp. 429-438.  doi:  [10.1111/j.1469-8137.2010.03202.x](https://doi.org/10.1111%2Fj.1469-8137.2010.03202.x)."
Lusk_2012,"C. H. Lusk, J. W. G. Kelly, and S. M. Gleason. “Light requirements of Australian tropical vs. cool-temperate rainforest tree species show different relationships with seedling growth and functional traits”.   _Annals of Botany_ 111 (2012), pp. 479-488.  doi:  [10.1093/aob/mcs289](https://doi.org/10.1093%2Faob%2Fmcs289)."
Lusk_2014,"C. H. Lusk, K. M. Sendall, and P. J. Clarke. “Seedling growth rates and light requirements of subtropical rainforest trees associated with basaltic and rhyolitic soils”.   _Australian Journal of Botany_ 62.1 (2014), pp. 48-55.  doi:  [10.1071/bt13262](https://doi.org/10.1071%2Fbt13262)."
MacinnisNg_2004,"C. Macinnis-Ng, K. McClenahan, and D. Eamus. “Convergence in hydraulic architecture, water relations and primary productivity amongst habitats and across seasons in Sydney”.   _Functional Plant Biology_ 31.5 (2004), pp. 429-439.  doi:  [10.1071/fp03194](https://doi.org/10.1071%2Ffp03194)."
MacinnisNg_2016,"C. M. Macinnis-Ng, M. J. Zeppel, A. R. Palmer, and D. Eamus. “Seasonal variations in tree water use and physiology correlate with soil salinity and soil water content in remnant woodlands on saline soils”.   _Journal of Arid Environments_ 129 (2016), pp. 102-110.  doi:  [10.1016/j.jaridenv.2016.02.011](https://doi.org/10.1016%2Fj.jaridenv.2016.02.011)."
Manea_2011,"A. Manea. “Unpublished data: Dispersal appendage data for Acacia via Worldwide Wattle, Macquarie University”. 2011."
Maslin_2012,"B. Maslin. _WATTLE, Interactive Identification of Australian Acacia. Version 2_. Australian Biological Resources Study, Canberra, 2014."
McCarthy_2017,"J. K. McCarthy, J. M. Dwyer, and K. Mokany. “A regional-scale assessment of using metabolic scaling theory to predict ecosystem properties”.   _Proceedings of the Royal Society B: Biological Sciences_ 286.1915 (2019), p. 20192221.  doi:  [10.1098/rspb.2019.2221](https://doi.org/10.1098%2Frspb.2019.2221)."
McGlone_2015,"M. S. McGlone, S. J. Richardson, G. J. Jordan, and G. L. Perry. “Is there a `suboptimal' woody species height? A response to Scheffer et al.”.   _Trends in Ecology & Evolution_ 30.1 (2015), pp. 4-5.  doi:  [10.1016/j.tree.2014.09.007](https://doi.org/10.1016%2Fj.tree.2014.09.007)."
Meers_2007,"T. Meers. “Role of plant functional traits in determining the response of vegetation to land use change on the Delatite Peninsula, Victoria.”. PhD. University of Melbourne, 2007."
Mesaglio_2022,"T. Mesaglio. “Unpublished data: Comprehensive biodiversity survey of Wategora Reserve and Everley Park along Duck River, western Sydney”. 2022.  doi:  [10.32942/X29886](https://doi.org/10.32942%2FX29886)."
Metcalfe_2009,"E. Laliberte, J. A. Wells, F. DeClerck, D. J. Metcalfe, C. P. Catterall, C. Queiroz, I. Aubin, S. P. Bonser, Y. Ding, J. M. Fraterrigo, S. McNamara, J. W. Morgan, D. S. Merlos, P. A. Vesk, and M. M. Mayfield. “Land-use intensification reduces functional redundancy and response diversity in plant communities”.   _Ecology Letters_ 13.1 (2010), pp. 76-86.  doi:  [10.1111/j.1461-0248.2009.01403.x](https://doi.org/10.1111%2Fj.1461-0248.2009.01403.x)."
Metcalfe_2020_1,"D. Metcalfe. “Unpublished data: Database of Cyperaceae traits, CSIRO”. 2020."
Metcalfe_2020_2,"D. Metcalfe. “Unpublished data: Traits of Poaceae spp, CSIRO”. 2020."
Milberg_1997,"P. Milberg and B. B. Lamont. “Seed/cotyledon size and nutrient content play a major role in early performance of species on nutrient-poor soils”.   _New Phytologist_ 137.4 (1997), pp. 665-672.  doi:  [10.1046/j.1469-8137.1997.00870.x](https://doi.org/10.1046%2Fj.1469-8137.1997.00870.x)."
Milberg_1998,"P. Milberg, M. A. Perez-Fernandez, and B. B. Lamont. “Seedling growth response to added nutrients depends on seed size in three woody genera”.   _Journal of Ecology_ 86.4 (1998), pp. 624-632.  doi:  [10.1046/j.1365-2745.1998.00283.x](https://doi.org/10.1046%2Fj.1365-2745.1998.00283.x)."
Mitchell_2008,"P. J. Mitchell, E. J. Veneklaas, H. Lambers, and S. S. O. Burgess. “Using multiple trait associations to define hydraulic functional types in plant communities of south-western Australia”.   _Oecologia_ 158 (2008), pp. 385-397.  doi:  [10.1007/s00442-008-1152-5](https://doi.org/10.1007%2Fs00442-008-1152-5)."
Mokany_2008,"K. Mokany and J. Ash. “Are traits measured on pot grown plants representative of those in natural communities?”.   _Journal of Vegetation Science_ 19 (2008), pp. 119-126.  doi:  [10.3170/2007-8-18340](https://doi.org/10.3170%2F2007-8-18340)."
Mokany_2015,"K. Mokany, J. J. Thomson, A. J. J. Lynch, G. J. Jordan, and S. Ferrier. “Linking changes in community composition and function under climate change”.   _Ecological Applications_ 25.8 (2015), pp. 2132-2141.  doi:  [10.1890/14-2384.1](https://doi.org/10.1890%2F14-2384.1)."
Moles_2000,"A. T. Moles and M. Westoby. “Do small leaves expand faster than large leaves, and do shorter expansion times reduce herbivore damage?”.   _OIKOS_ 90.3 (2000), pp. 517-524.  doi:  [10.1034/j.1600-0706.2000.900310.x.](https://doi.org/10.1034%2Fj.1600-0706.2000.900310.x.)."
Moles_2003,"A. T. Moles, D. I. Warton, and M. Westoby. “Seed size and survival in the soil in arid Australia”.   _Austral Ecology_ 28.5 (2003), pp. 575-585.  doi:  [10.1046/j.1442-9993.2003.01314.x](https://doi.org/10.1046%2Fj.1442-9993.2003.01314.x)."
Moles_2011,"A. T. Moles, I. R. Wallis, W. J. Foley, D. I. Warton, J. C. Stegen, A. J. Bisigato, L. Cella-Pizarro, C. J. Clark, P. S. Cohen, W. K. Cornwell, W. Edwards, R. Ejrnaes, T. Gonzales-Ojeda, B. J. Graae, G. Hay, F. C. Lumbwe, B. Magana-Rodriguez, B. D. Moore, P. L. Peri, J. R. Poulsen, R. Veldtman, H. von Zeipel, N. R. Andrew, S. L. Boulter, E. T. Borer, F. F. Campon, M. Coll, A. G. Farji-Brener, J. D. Gabriel, E. Jurado, L. A. Kyhn, B. Low, C. P. H. Mulder, K. Reardon-Smith, J. Rodriguez-Velazquez, E. W. Seabloom, P. A. Vesk, A. van Cauter, M. S. Waldram, Z. Zheng, P. G. Blendinger, B. J. Enquist, J. M. Facelli, T. Knight, J. D. Majer, M. Martinez-Ramos, P. McQuillan, and L. D. Prior. “Putting plant resistance traits on the map: A test of the idea that plants are better defended at lower latitudes”.   _New Phytologist_ 191.3 (2011), pp. 777-788.  doi:  [10.1111/j.1469-8137.2011.03732.x](https://doi.org/10.1111%2Fj.1469-8137.2011.03732.x)."
Moore_2019,"B. D. Moore and J. L. DeGabriel. “Unpublished data: Leaf traits of the Eucalyptus series Siderophloiae, Western Sydney University”. 2019."
Moore_2019_2,"N. A. Moore, J. S. Camac, and J. W. Morgan. “Effects of drought and fire on resprouting capacity of 52 temperate Australian perennial native grasses”.   _New Phytologist_ 221.3 (2018), pp. 1424-1433.  doi:  [10.1111/nph.15480](https://doi.org/10.1111%2Fnph.15480)."
Morgan_2005,"H. Morgan. “Root system architecture, water use and rainfall responses of perennial species”. PhD. Macquarie University, 2005."
Morgan_2011_1,"J. Morgan. “Unpublished data: Grassy woodland traits, La Trobe University”. 2011."
Morgan_2011_2,"J. Morgan. “Unpublished data: Trait database, La Trobe University”. 2011."
Morgan_2014,"J. Morgan. “Unpublished data: Trait data from Victorian alpine plant species, La Trobe University”. 2004."
Morgan_2021,"R. Morgan, I. Martín-Forés, E. Leitch, and G. Guerin. _Assessment of protocols and variance for specific leaf area (SLA) in 10 Eucalyptus species to inform functional trait sampling strategies for TERN Ausplots_. 2021.  doi:  [10.25909/14197298](https://doi.org/10.25909%2F14197298)."
Mott_1978,"J. J. Mott. “Dormancy and Germination in Five Native Grass Species From Savannah Woodland Communities of the Northern Territory”.   _Australian Journal of Botany_ 26.5 (1978), p. 621. ISSN: 0067-1924.  doi:  [10.1071/bt9780621](https://doi.org/10.1071%2Fbt9780621)."
Muir_2014,"A. M. Muir, P. A. Vesk, and G. Hepworth. “Reproductive trajectories over decadal time-spans after fire for eight obligate-seeder shrub species in south-eastern Australia”.   _Australian Journal of Botany_ 62.5 (2014), pp. 369-379.  doi:  [10.1071/bt14117](https://doi.org/10.1071%2Fbt14117)."
Munroe_2019,"S. E. M. Munroe, F. A. McInerney, J. Andrae, N. Welti, G. R. Guerin, E. Leitch, T. Hall, S. Szarvas, R. Atkins, S. Caddy-Retalic, and B. Sparrow. “The Photosynthetic Pathways of Plant Species Surveyed in Australia's National Terrestrial Monitoring Network”.   _Scientific Data_ 8 (2021), p. 97.  doi:  [10.1038/s41597-021-00877-z](https://doi.org/10.1038%2Fs41597-021-00877-z)."
Myers_1997,"B. A. Myers, G. A. Duff, D. Eamus, I. R. Fordyce, A. O'Grady, and R. J. Williams. “Seasonal Variation in Water Relations of Trees of Differing Leaf Phenology in a Wet - Dry Tropical Savanna near Darwin, Northern Australia”.   _Australian Journal of Botany_ 45.2 (1997), p. 225.  doi:  [10.1071/bt96015](https://doi.org/10.1071%2Fbt96015)."
NHNSW_2014,Royal Botanic Gardens Sydney. _PLantNET_. 2014.  url:  [http://plantnet.rbgsyd.nsw.gov.au/search/simple.htm](http://plantnet.rbgsyd.nsw.gov.au/search/simple.htm).
NHNSW_2014_2,Royal Botanic Gardens Sydney. _PLantNET: NSW flora online_. 2014.  url:  [http://plantnet.rbgsyd.nsw.gov.au/](http://plantnet.rbgsyd.nsw.gov.au/).
NHNSW_2016,National Herbarium of NSW. _Trait measurements for NSW rainforest species from PLantNET_. 2016.  url:  [http://plantnet.rbgsyd.nsw.gov.au/](http://plantnet.rbgsyd.nsw.gov.au/).
NHNSW_2022,"N. H. of New South Wales. _The Plant Information Network System of The Royal Botanic Gardens and Domain Trust Version 2.0._. accessed on 6 May, 2022.. 2022.  url:  [https://plantnet.rbgsyd.nsw.gov.au/](https://plantnet.rbgsyd.nsw.gov.au/)."
NHNSW_2023,"N. H. of New South Wales. _The Plant Information Network System of The Royal Botanic Gardens and Domain Trust Version 2.0._. accessed on 6 May, 2022.. 2023.  url:  [https://plantnet.rbgsyd.nsw.gov.au/](https://plantnet.rbgsyd.nsw.gov.au/)."
NHNSW_2024,"N. H. of New South Wales. _The Plant Information Network System of The Royal Botanic Gardens and Domain Trust Version 2.0._. accessed on December, 2023.. 2024.  url:  [https://plantnet.rbgsyd.nsw.gov.au/](https://plantnet.rbgsyd.nsw.gov.au/)."
NSWFRD_2014,"B. Kenny, C. Orscheg, E. Tasker, M. A. Gill, and R. Bradstock. _NSW Flora Fire Response Database, v2.1_. database. NSW Department of Planning Industry and Environment, 2014."
NTH_2014,Northern Territory Herbarium. _Flora of the Darwin Region Online_. 2014.  url:  [http://www.lrm.nt.gov.au/plants-and-animals/herbarium/darwin_flora_online](http://www.lrm.nt.gov.au/plants-and-animals/herbarium/darwin_flora_online).
NTH_2022,"D. of Land Resource Management and N. T. of Australia. _Northern Territory Flora Online_. accessed on 6 May, 2022.. 2022.  url:  [http://eflora.nt.gov.au/](http://eflora.nt.gov.au/)."
NTH_2023,"D. of Land Resource Management and N. T. of Australia. _Northern Territory Flora Online_. accessed on 6 May, 2022.. 2022.  url:  [http://eflora.nt.gov.au/](http://eflora.nt.gov.au/)."
Nano_2011,"C. E. M. Nano and P. J. Clarke. “How do drought and fire influence the patterns of resprouting in Australian deserts?”.   _Plant Ecology_ 212 (2011), pp. 2095-2110.  doi:  [10.1007/s11258-011-9988-x](https://doi.org/10.1007%2Fs11258-011-9988-x)."
Nicholson_2017,"A. Nicholson, L. D. Prior, G. L. W. Perry, and D. M. J. S. Bowman. “High post-fire mortality of resprouting woody plants in Tasmanian Mediterranean-type vegetation”.   _International Journal of Wildland Fire_ 26 (2017), pp. 532-537.  doi:  [http://dx.doi.org/10.1071/WF16211](https://doi.org/http%3A%2F%2Fdx.doi.org%2F10.1071%2FWF16211)."
Nicolle_2006,"D. Nicolle. “A classification and census of regenerative strategies in the eucalypts (Angophora, Corymbia and Eucalyptus - Myrtaceae), with special reference to the obligate seeders”.   _Australian Journal of Botany_ 54.4 (2006), pp. 391-407.  doi:  [10.1071/bt05061](https://doi.org/10.1071%2Fbt05061)."
Niinemets_2009,"Ü. Niinemets, I. J. Wright, and J. R. Evans. “Leaf mesophyll diffusion conductance in 35 Australian sclerophylls covering a broad range of foliage structural and physiological variation”.   _Journal of Experimental Botany_ 60 (2009), pp. 2433-2449.  doi:  [10.1093/jxb/erp045](https://doi.org/10.1093%2Fjxb%2Ferp045)."
Nolan_2022,"Nolan and R. Helene. “Drought-related leaf functional traits control spatial and temporal dynamics of live fuel moisture content”.   _Agricultural and Forest Meteorology_ unknown.unknown (2022), p. unknown.  doi:  [unknown](https://doi.org/unknown)."
OReillyNugent_2018,"A. O'Reilly-Nugent, E. Wandrag, C. Catford, B. Gruber, D. Driscoll, and R. Duncan. “Measuring competitive impact: Joint-species modelling of invaded plant communities”.   _Journal of Ecology_ 108 (2018), pp. 449-459."
Onoda_2010,"Y. Onoda, A. E. Richards, and M. Westoby. “The relationship between stem biomechanics and wood density is modified by rainfall in 32 Australian woody plant species”.   _New Phytologist_ 185.2 (2009), pp. 493-501.  doi:  [10.1111/j.1469-8137.2009.03088.x](https://doi.org/10.1111%2Fj.1469-8137.2009.03088.x)."
Ooi_2007,"M. K. J. Ooi, P. Myerscough, and T. Auld. “Unpublished data: Longterm seed mass field campaign, University of New South Wales”. 2007."
Ooi_2018,"M. K. J. Ooi. “Unpublished data: Herbivory survey within Royal National Park, University of New South Wales”. 2018."
Osborne_2014,"C. Osborne, A. Salomaa, T. Kluyver, V. Visser, E. Kellogg, O. Morrone, M. Vorontsova, W. Clayton, and D. Simpson. “A global database of C4 photosynthesis in grasses”.   _New Phytologist_ 204 (2014), pp. 441-446.  doi:  [10.1111/nph.12942](https://doi.org/10.1111%2Fnph.12942)."
Pate_1989,"J. S. Pate, J. Kuo, K. W. Dixon, and M. D. Crisp. “Anomalous secondary thickening in roots of Daviesia (Fabaceae) and its taxonomic significance”.   _Botanical Journal of the Linnean Society_ 99.2 (1989), pp. 175-193. ISSN: 0024-4074.  doi:  [10.1111/j.1095-8339.1989.tb00397.x](https://doi.org/10.1111%2Fj.1095-8339.1989.tb00397.x)."
Pate_1990,"J. S. Pate, R. H. Froend, B. J. Bowen, A. Hansen, and J. Kuo. “Seedling growth and storage characteristics of seeder and resprouter species of Mediterranean-type ecosystems of SW Australia”.   _Annals of Botany_ 65.6 (1990), pp. 585-601.  doi:  [10.1093/oxfordjournals.aob.a087976](https://doi.org/10.1093%2Foxfordjournals.aob.a087976)."
Pate_1998,"J. S. Pate, M. J. Unkovich, P. D. Erskine, and G. R. Stewart. “Australian mulga ecosystems- 13C and 15N natural abundances of biota components and their ecophysiological significance”.   _Plant, Cell and Environment_ 21.12 (1998), pp. 1231-1242.  doi:  [10.1046/j.1365-3040.1998.00359.x](https://doi.org/10.1046%2Fj.1365-3040.1998.00359.x)."
Peeters_2002,"P. J. Peeters. “Correlations between leaf structural traits and the densities of herbivorous insect guilds”.   _Biological Journal of the Linnean Society_ 77 (2002), pp. 43-65.  doi:  [10.1046/j.1095-8312.2002.00091.x](https://doi.org/10.1046%2Fj.1095-8312.2002.00091.x)."
Pekin_2011,"B. K. Pekin, R. S. Wittkuhn, M. M. Boer, C. Macfarlane, and P. F. Grierson. “Plant functional traits along environmental gradients in seasonally dry and fire-prone ecosystem”.   _Journal of Vegetation Science_ 22 (2011), pp. 1009-1020.  doi:  [10.1111/j.1654-1103.2011.01323.x](https://doi.org/10.1111%2Fj.1654-1103.2011.01323.x)."
Pfautsch_2016,"S. Pfautsch. “Vessel diameter and related hydraulic traits of 31 Eucalyptus species arrayed along a gradient of water availability”.   _Ecology_ 97.6 (2016), pp. 1626-1626.  doi:  [10.1890/16-0147.1](https://doi.org/10.1890%2F16-0147.1)."
Pickering_2014,"C. Pickering, K. Green, A. A. Barros, and S. Venn. “A resurvey of late-lying snowpatches reveals changes in both species and functional composition across snowmelt zones”.   _Alpine Botany_ 124.2 (2014), pp. 93-103.  doi:  [10.1007/s00035-014-0140-0](https://doi.org/10.1007%2Fs00035-014-0140-0)."
Pickup_2002,"M. Pickup. “Unpublished data: Wood density data from Kuring-gai National Park, Macquarie University”. 2002."
Pickup_2005,"M. Pickup, M. Westoby, and A. Basden. “Dry mass costs of deploying leaf area in relation to leaf size”.   _Functional Ecology_ 19.1 (2005), pp. 88-97.  doi:  [10.1111/j.0269-8463.2005.00927.x](https://doi.org/10.1111%2Fj.0269-8463.2005.00927.x)."
Pickup_2021,"M. Pickup and T. McDonald. _Bushfire impacts — A national model for assessing local landscape restoration priorities_. Project Phoenix Report. Greening Australia, 2021.  url:  [https://www.greeningaustralia.org.au/wp-content/uploads/2021/07/1.02R2.pdf](https://www.greeningaustralia.org.au/wp-content/uploads/2021/07/1.02R2.pdf)."
Pinkard_2011,"E. A. Pinkard, A. Eyles, and A. P. O'Grady. “Are gas exchange responses to resource limitation and defoliation linked to source:sink relationships?”.   _Plant, Cell & Environment_ 34.10 (2011), pp. 1652-1665. ISSN: 1365-3040.  doi:  [10.1111/j.1365-3040.2011.02361.x](https://doi.org/10.1111%2Fj.1365-3040.2011.02361.x)."
Pirralho_2014,"M. Pirralho, D. Flores, V. B. Sousa, T. Quilhó, S. Knapic, and H. Pereira. “Evaluation on paper making potential of nine Eucalyptus species based on wood anatomical features”.   _Industrial Crops and Products_ 54 (2014), pp. 327-334.  doi:  [10.1016/j.indcrop.2014.01.040](https://doi.org/10.1016%2Fj.indcrop.2014.01.040)."
Pollock_2012,"L. J. Pollock, W. K. Morris, and P. A. Vesk. “The role of functional traits in species distributions revealed through a hierarchical model”.   _Ecography_ 35.8 (2011), pp. 716-725.  doi:  [10.1111/j.1600-0587.2011.07085.x](https://doi.org/10.1111%2Fj.1600-0587.2011.07085.x)."
Pollock_2018,"L. J. Pollock, L. T. Kelly, F. M. Thomas, P. Soe, W. K. Morris, M. White, and P. A. Vesk. “Combining functional traits, the environment and multiple surveys to understand semi-arid tree distributions”.   _Journal of Vegetation Science_ 29.6 (2018), pp. 967-977.  doi:  [10.1111/jvs.12686](https://doi.org/10.1111%2Fjvs.12686)."
Portelli_2023,"A. M. Portelli, S. M. Windecker, L. J. Pollock, W. C. Neal, W. K. Morris, R. Khot, and P. A. Vesk. “From mallees to mountain ash, specific leaf area is coordinated with eucalypt tree stature, resprouting, stem construction, and fruit size”.   _Australian Journal of Botany_ 71.8 (2023). Ed. by D. Williams, pp. 506-522. ISSN: 1444-9862.  doi:  [10.1071/bt23028](https://doi.org/10.1071%2Fbt23028)."
Prior_2000,"L. D. Prior and D. Eamus. “Seasonal changes in hydraulic conductance, xylem embolism and leaf area in Eucalyptus tetrodonta and Eucalyptus miniata in a north Australian savanna”.   _Plant, Cell & Environment_ 23.9 (2000), pp. 955-965.  doi:  [10.1046/j.1365-3040.2000.00612.x](https://doi.org/10.1046%2Fj.1365-3040.2000.00612.x)."
Prior_2003,"L. D. Prior, D. Eamus, and D. M. J. S. Bowman. “Leaf attributes in the seasonally dry tropics: A comparison of four habitats in northern Australia”.   _Functional Ecology_ 17 (2003), pp. 504-515.  doi:  [10.1046/j.1365-2435.2003.00761.x](https://doi.org/10.1046%2Fj.1365-2435.2003.00761.x)."
Prior_2016,"L. D. Prior, G. J. Williamson, and D. M. J. S. Bowman. “Impact of high-severity fire in a Tasmainian dry eucalypt forest”.   _Australian Journal of Botany_ 64 (2016), pp. 193-205.  doi:  [10.1071/BT15259](https://doi.org/10.1071%2FBT15259)."
Prior_2022,"L. D. Prior, S. M. Foyster, J. M. Furlaud, G. J. Williamson, and D. M. Bowman. “Using permanent forest plots to evaluate the resilience to fire of Tasmania's tall wet eucalypt forests”.   _Forest Ecology and Management_ 505 (2022), p. 119922.  doi:  [10.1016/j.foreco.2021.119922](https://doi.org/10.1016%2Fj.foreco.2021.119922)."
Purdie_1976,"R. W. Purdie and R. O. Slatyer. “Vegetation succession after fire in sclerophyll woodland communities in south-eastern Australia”.   _Australian Journal of Ecology_ 1 (1976), pp. 223-236."
RBGK_2014,Royal Botanic Gardens Kew. _Seed Information Database (SID)_. 2014.  url:  [http://data.kew.org/sid/](http://data.kew.org/sid/).
RBGV_2022,"VicFlora. _Flora of Victoria, Royal Botanic Gardens Victoria_. accessed on 6 May, 2022.. 2022.  url:  [https://vicflora.rbg.vic.gov.au/](https://vicflora.rbg.vic.gov.au/)."
RBGV_2023,"VicFlora. _Flora of Victoria, Royal Botanic Gardens Victoria_. accessed on 6 May, 2022.. 2023.  url:  [https://vicflora.rbg.vic.gov.au/](https://vicflora.rbg.vic.gov.au/)."
Radfordsmith_2024,"J. Radford-Smith, H. R. Lai, E. C. Weeren, and J. M. Dwyer. “A Functional Basis for the Assembly of Australian Subtropical Rainforest Tree Communities”.   _Ecology Letters_ 27.11 (2024). ISSN: 1461-0248.  doi:  [10.1111/ele.70014](https://doi.org/10.1111%2Fele.70014)."
Read_2003,"J. Read and G. D. Sanson. “Characterizing sclerophylly: the mechanical properties of a diverse range of leaf types”.   _New Phytologist_ 160.1 (2003), pp. 81-99.  doi:  [10.1046/j.1469-8137.2003.00855.x](https://doi.org/10.1046%2Fj.1469-8137.2003.00855.x)."
Read_2005,"J. Read, G. D. Sanson, and B. B. Lamont. “Leaf mechanical properties in sclerophyll woodland and shrubland on contrasting soils”.   _Plant and Soil_ 276 (2005), pp. 95-113.  doi:  [10.1007/s11104-005-3343-8](https://doi.org/10.1007%2Fs11104-005-3343-8)."
Reynolds_2018,"V. A. Reynolds, L. D. L. Anderegg, X. Loy, J. HilleRisLambers, and M. M. Mayfield. “Unexpected drought resistance strategies in seedlings of four Brachychiton species”.   _Tree Physiology_ 38.5 (2017), pp. 664-677.  doi:  [10.1093/treephys/tpx143](https://doi.org/10.1093%2Ftreephys%2Ftpx143)."
Rice_1991,"B. Rice. “Unpublished data: Growth form of Kakadu plant species, Macquarie University”. 1991."
